date,country_code,A,B
2023-01-01,JP,-12,-6
2023-02-01,JP,-13,-5
2023-03-01,JP,-12,-7
2023-04-01,JP,-11,-8
2023-05-01,JP,-10,-8
2023-06-01,JP,-10,-8
2023-07-01,JP,-8,-7
2023-08-01,JP,-6,-7
2023-09-01,JP,-7,-7
2023-10-01,JP,-6,-9
2023-11-01,JP,-8,-7
2023-12-01,JP,-10,-6
2024-01-01,JP,-12,-4
2024-02-01,JP,-12,-6
2024-03-01,JP,-11,-4
2015-01-01,KN,1,-2
2015-02-01,KN,2,0
2015-03-01,KN,3,1
2015-04-01,KN,5,0
2015-05-01,KN,7,-2
2015-06-01,KN,6,-4
2015-07-01,KN,4,-5
2015-08-01,KN,6,-4
2015-09-01,KN,6,-5
2015-10-01,KN,8,-5
2015-11-01,KN,10,-6
2015-12-01,KN,9,-5
2016-01-01,KN,9,-4
2016-02-01,KN,9,-6
2016-03-01,KN,8,-6
2016-04-01,KN,6,-7
2016-05-01,KN,8,-7
2016-06-01,KN,8,-7
2016-07-01,KN,8,-9
2016-08-01,KN,9,-11
2016-09-01,KN,7,-9
2016-10-01,KN,9,-9
2016-11-01,KN,7,-7
2016-12-01,KN,8,-6
2017-01-01,KN,6,-5
2017-02-01,KN,6,-5
2017-03-01,KN,5,-5
2017-04-01,KN,7,-7
2017-05-01,KN,9,-8
2017-06-01,KN,9,-9
2017-07-01,KN,8,-11
2017-08-01,KN,8,-13
2017-09-01,KN,9,-15
2017-10-01,KN,8,-17
2017-11-01,KN,8,-16
2017-12-01,KN,7,-15
2018-01-01,KN,7,-13
2018-02-01,KN,6,-11
2018-03-01,KN,5,-11
2018-04-01,KN,7,-12
2018-05-01,KN,6,-12
2018-06-01,KN,6,-13
2018-07-01,KN,8,-12
2018-08-01,KN,7,-12
2018-09-01,KN,6,-14
2018-10-01,KN,5,-14
2018-11-01,KN,4,-15
2018-12-01,KN,4,-15
2019-01-01,KN,6,-16
2019-02-01,KN,8,-18
2019-03-01,KN,6,-20
2019-04-01,KN,6,-22
2019-05-01,KN,8,-24
2019-06-01,KN,9,-26
2019-07-01,KN,10,-27
2019-08-01,KN,9,-29
2019-09-01,KN,7,-29
2019-10-01,KN,7,-30
2019-11-01,KN,6,-32
2019-12-01,KN,7,-33
2020-01-01,KN,5,-33
2020-02-01,KN,5,-32
2020-03-01,KN,4,-30
2020-04-01,KN,2,-30
2020-05-01,KN,0,-32
2020-06-01,KN,-2,-32
2020-07-01,KN,-3,-30
2020-08-01,KN,-2,-29
2020-09-01,KN,-1,-27
2020-10-01,KN,0,-29
2020-11-01,KN,-1,-27
2020-12-01,KN,0,-29
2021-01-01,KN,2,-31
2021-02-01,KN,2,-31
2021-03-01,KN,0,-31
2021-04-01,KN,1,-31
2021-05-01,KN,2,-29
2021-06-01,KN,3,-30
2021-07-01,KN,2,-31
2021-08-01,KN,4,-29
2021-09-01,KN,2,-29
2021-10-01,KN,4,-27
2021-11-01,KN,5,-27
2021-12-01,KN,7,-25
2022-01-01,KN,6,-25
2022-02-01,KN,4,-25
2022-03-01,KN,4,-23
2022-04-01,KN,5,-24
2022-05-01,KN,4,-23
2022-06-01,KN,3,-21
2022-07-01,KN,4,-22
2022-08-01,KN,3,-20
2022-09-01,KN,2,-20
2022-10-01,KN,3,-22
2022-11-01,KN,2,-22
2022-12-01,KN,1,-20
2023-01-01,KN,0,-21
2023-02-01,KN,2,-23
2023-03-01,KN,1,-25
2023-04-01,KN,1,-24
2023-05-01,KN,3,-22
2023-06-01,KN,3,-21
2023-07-01,KN,3,-19
2023-08-01,KN,5,-21
2023-09-01,KN,5,-21
2023-10-01,KN,6,-22
2023-11-01,KN,5,-22
2023-12-01,KN,4,-22
2024-01-01,KN,6,-23
2024-02-01,KN,4,-25
2024-03-01,KN,5,-27
2015-01-01,KR,0,1
2015-02-01,KR,-2,3
2015-03-01,KR,-4,5
2015-04-01,KR,-4,4
2015-05-01,KR,-3,5
2015-06-01,KR,-2,7
2015-07-01,KR,-4,6
2015-08-01,KR,-2,4
2015-09-01,KR,-1,5
2015-10-01,KR,-3,4
2015-11-01,KR,-1,2
2015-12-01,KR,-2,3
2016-01-01,KR,-3,1
2016-02-01,KR,-3,2
2016-03-01,KR,-4,0
2016-04-01,KR,-4,-1
2016-05-01,KR,-4,0
2016-06-01,KR,-2,1
2016-07-01,KR,-2,-1
2016-08-01,KR,0,-2
2016-09-01,KR,2,0
2016-10-01,KR,0,2
2016-11-01,KR,-1,3
2016-12-01,KR,-3,5
2017-01-01,KR,-3,7
2017-02-01,KR,-5,7
2017-03-01,KR,-7,7
2017-04-01,KR,-8,6
2017-05-01,KR,-10,8
2017-06-01,KR,-12,7
2017-07-01,KR,-13,9
2017-08-01,KR,-14,9
2017-09-01,KR,-12,9
2017-10-01,KR,-12,9
2017-11-01,KR,-12,8
2017-12-01,KR,-11,9
2018-01-01,KR,-9,7
2018-02-01,KR,-10,5
2018-03-01,KR,-11,7
2018-04-01,KR,-11,8
2018-05-01,KR,-12,8
2018-06-01,KR,-11,10
2018-07-01,KR,-9,8
2018-08-01,KR,-8,10
2018-09-01,KR,-9,9
2018-10-01,KR,-9,9
2018-11-01,KR,-7,10
2018-12-01,KR,-7,12
2019-01-01,KR,-7,10
2019-02-01,KR,-8,10
2019-03-01,KR,-9,9
2019-04-01,KR,-11,7
2019-05-01,KR,-12,8
2019-06-01,KR,-10,8
2019-07-01,KR,-11,10
2019-08-01,KR,-12,11
2019-09-01,KR,-11,12
2019-10-01,KR,-12,12
2019-11-01,KR,-14,14
2019-12-01,KR,-14,15
2020-01-01,KR,-13,16
2020-02-01,KR,-13,15
2020-03-01,KR,-15,14
2020-04-01,KR,-15,15
2020-05-01,KR,-15,14
2020-06-01,KR,-13,14
2020-07-01,KR,-12,13
2020-08-01,KR,-13,15
2020-09-01,KR,-11,14
2020-10-01,KR,-11,16
2020-11-01,KR,-13,15
2020-12-01,KR,-11,14
2021-01-01,KR,-9,14
2021-02-01,KR,-7,12
2021-03-01,KR,-5,10
2021-04-01,KR,-7,11
2021-05-01,KR,-6,11
2021-06-01,KR,-5,12
2021-07-01,KR,-5,11
2021-08-01,KR,-4,9
2021-09-01,KR,-4,7
2021-10-01,KR,-4,5
2021-11-01,KR,-2,6
2021-12-01,KR,-4,6
2022-01-01,KR,-3,4
2022-02-01,KR,-3,2
2022-03-01,KR,-4,4
2022-04-01,KR,-4,5
2022-05-01,KR,-6,5
2022-06-01,KR,-7,7
2022-07-01,KR,-6,5
2022-08-01,KR,-8,3
2022-09-01,KR,-7,5
2022-10-01,KR,-7,3
2022-11-01,KR,-5,3
2022-12-01,KR,-4,2
2023-01-01,KR,-5,2
2023-02-01,KR,-7,1
2023-03-01,KR,-5,2
2023-04-01,KR,-5,2
2023-05-01,KR,-5,3
2023-06-01,KR,-6,1
2023-07-01,KR,-5,-1
2023-08-01,KR,-5,0
2023-09-01,KR,-5,-2
2023-10-01,KR,-6,-3
2023-11-01,KR,-8,-1
2023-12-01,KR,-7,-2
2024-01-01,KR,-5,-3
2024-02-01,KR,-5,-5
2024-03-01,KR,-7,-6
2015-01-01,KW,-1,1
2015-02-01,KW,-2,2
2015-03-01,KW,-4,3
2015-04-01,KW,-2,1
2015-05-01,KW,-3,0
2015-06-01,KW,-5,-2
2015-07-01,KW,-7,-3
2015-08-01,KW,-5,-1
2015-09-01,KW,-6,1
2015-10-01,KW,-4,2
2015-11-01,KW,-5,1
2015-12-01,KW,-4,3
2016-01-01,KW,-3,4
2016-02-01,KW,-3,6
2016-03-01,KW,-4,8
2016-04-01,KW,-2,8
2016-05-01,KW,-1,10
2016-06-01,KW,0,8
2016-07-01,KW,-1,7
2016-08-01,KW,1,6
2016-09-01,KW,1,5
2016-10-01,KW,0,5
2016-11-01,KW,-1,6
2016-12-01,KW,1,5
2017-01-01,KW,1,6
2017-02-01,KW,3,7
2017-03-01,KW,2,6
2017-04-01,KW,1,6
2017-05-01,KW,0,6
2017-06-01,KW,-2,6
2017-07-01,KW,-3,4
2017-08-01,KW,-5,3
2017-09-01,KW,-3,1
2017-10-01,KW,-5,0
2017-11-01,KW,-4,2
2017-12-01,KW,-4,1
2018-01-01,KW,-2,2
2018-02-01,KW,-4,0
2018-03-01,KW,-2,-2
2018-04-01,KW,-2,-4
2018-05-01,KW,0,-6
2018-06-01,KW,1,-7
2018-07-01,KW,1,-7
2018-08-01,KW,-1,-9
2018-09-01,KW,1,-7
2018-10-01,KW,1,-7
2018-11-01,KW,0,-7
2018-12-01,KW,-1,-9
2019-01-01,KW,0,-11
2019-02-01,KW,-2,-10
2019-03-01,KW,-1,-8
2019-04-01,KW,-1,-8
2019-05-01,KW,-3,-6
2019-06-01,KW,-2,-7
2019-07-01,KW,0,-5
2019-08-01,KW,0,-5
2019-09-01,KW,-2,-4
2019-10-01,KW,-1,-6
2019-11-01,KW,-2,-6
2019-12-01,KW,0,-8
2020-01-01,KW,0,-6
2020-02-01,KW,-2,-6
2020-03-01,KW,0,-4
2020-04-01,KW,-2,-5
2020-05-01,KW,-2,-6
2020-06-01,KW,-4,-4
2020-07-01,KW,-5,-5
2020-08-01,KW,-5,-5
2020-09-01,KW,-5,-4
2020-10-01,KW,-7,-3
2020-11-01,KW,-9,-1
2020-12-01,KW,-7,-1
2021-01-01,KW,-7,1
2021-02-01,KW,-9,3
2021-03-01,KW,-8,1
2021-04-01,KW,-9,3
2021-05-01,KW,-8,5
2021-06-01,KW,-7,6
2021-07-01,KW,-7,4
2021-08-01,KW,-7,4
2021-09-01,KW,-9,3
2021-10-01,KW,-10,4
2021-11-01,KW,-9,5
2021-12-01,KW,-9,7
2022-01-01,KW,-9,6
2022-02-01,KW,-11,8
2022-03-01,KW,-12,8
2022-04-01,KW,-12,8
2022-05-01,KW,-11,9
2022-06-01,KW,-12,8
2022-07-01,KW,-11,6
2022-08-01,KW,-10,8
2022-09-01,KW,-8,9
2022-10-01,KW,-8,10
2022-11-01,KW,-8,9
2022-12-01,KW,-6,7
2023-01-01,KW,-8,5
2023-02-01,KW,-10,4
2023-03-01,KW,-9,2
2023-04-01,KW,-10,2
2023-05-01,KW,-11,3
2023-06-01,KW,-11,4
2023-07-01,KW,-12,6
2023-08-01,KW,-14,4
2023-09-01,KW,-14,3
2023-10-01,KW,-13,2
2023-11-01,KW,-13,0
2023-12-01,KW,-14,-2
2024-01-01,KW,-14,0
2024-02-01,KW,-14,2
2024-03-01,KW,-15,2
2015-01-01,KY,-2,-2
2015-02-01,KY,-2,-2
2015-03-01,KY,-1,-4
2015-04-01,KY,1,-3
2015-05-01,KY,-1,-5
2015-06-01,KY,-2,-4
2015-07-01,KY,-2,-2
2015-08-01,KY,0,-2
2015-09-01,KY,2,-4
2015-10-01,KY,2,-3
2015-11-01,KY,1,-5
2015-12-01,KY,3,-3
2016-01-01,KY,2,-3
2016-02-01,KY,2,-3
2016-03-01,KY,4,-5
2016-04-01,KY,4,-4
2016-05-01,KY,4,-4
2016-06-01,KY,5,-3
2016-07-01,KY,5,-4
2016-08-01,KY,7,-3
2016-09-01,KY,8,-1
2016-10-01,KY,9,1
2016-11-01,KY,8,-1
2016-12-01,KY,8,-3
2017-01-01,KY,9,-2
2017-02-01,KY,10,-4
2017-03-01,KY,11,-3
2017-04-01,KY,10,-3
2017-05-01,KY,10,-3
2017-06-01,KY,11,-5
2017-07-01,KY,12,-7
2017-08-01,KY,11,-9
2017-09-01,KY,12,-7
2017-10-01,KY,10,-7
2017-11-01,KY,11,-5
2017-12-01,KY,10,-3
2018-01-01,KY,11,-1
2018-02-01,KY,10,-1
2018-03-01,KY,10,0
2018-04-01,KY,12,2
2018-05-01,KY,13,3
2018-06-01,KY,15,4
2018-07-01,KY,13,2
2018-08-01,KY,15,3
2018-09-01,KY,16,2
2018-10-01,KY,16,4
2018-11-01,KY,17,4
2018-12-01,KY,16,2
2019-01-01,KY,16,4
2019-02-01,KY,16,5
2019-03-01,KY,16,3
2019-04-01,KY,17,3
2019-05-01,KY,18,4
2019-06-01,KY,18,2
2019-07-01,KY,16,4
2019-08-01,KY,17,3
2019-09-01,KY,15,5
2019-10-01,KY,13,5
2019-11-01,KY,12,6
2019-12-01,KY,11,7
2020-01-01,KY,13,8
2020-02-01,KY,14,10
2020-03-01,KY,13,12
2020-04-01,KY,14,11
2020-05-01,KY,16,13
2020-06-01,KY,14,13
2020-07-01,KY,15,12
2020-08-01,KY,15,14
2020-09-01,KY,15,12
2020-10-01,KY,13,10
2020-11-01,KY,11,8
2020-12-01,KY,11,10
2021-01-01,KY,11,10
2021-02-01,KY,9,11
2021-03-01,KY,8,10
2021-04-01,KY,6,9
2021-05-01,KY,8,8
2021-06-01,KY,6,7
2021-07-01,KY,5,9
2021-08-01,KY,3,11
2021-09-01,KY,3,9
2021-10-01,KY,5,10
2021-11-01,KY,4,8
2021-12-01,KY,3,6
2022-01-01,KY,3,4
2022-02-01,KY,4,6
2022-03-01,KY,6,8
2022-04-01,KY,4,7
2022-05-01,KY,3,9
2022-06-01,KY,4,7
2022-07-01,KY,4,5
2022-08-01,KY,6,3
2022-09-01,KY,7,4
2022-10-01,KY,9,3
2022-11-01,KY,9,4
2022-12-01,KY,11,3
2023-01-01,KY,12,4
2023-02-01,KY,11,5
2023-03-01,KY,13,7
2023-04-01,KY,14,5
2023-05-01,KY,13,3
2023-06-01,KY,11,5
2023-07-01,KY,10,4
2023-08-01,KY,11,5
2023-09-01,KY,10,7
2023-10-01,KY,9,7
2023-11-01,KY,9,9
2023-12-01,KY,7,10
2024-01-01,KY,9,8
2024-02-01,KY,11,8
2024-03-01,KY,10,8
2015-01-01,LC,0,-1
2015-02-01,LC,-1,1
2015-03-01,LC,-2,0
2015-04-01,LC,-2,0
2015-05-01,LC,-2,2
2015-06-01,LC,0,3
2015-07-01,LC,1,2
2015-08-01,LC,3,2
2015-09-01,LC,1,1
2015-10-01,LC,3,-1
2015-11-01,LC,4,0
2015-12-01,LC,2,-2
2016-01-01,LC,0,0
2016-02-01,LC,-2,0
2016-03-01,LC,-2,0
2016-04-01,LC,-4,-2
2016-05-01,LC,-5,-2
2016-06-01,LC,-5,-4
2016-07-01,LC,-4,-6
2016-08-01,LC,-5,-7
2016-09-01,LC,-3,-5
2016-10-01,LC,-4,-6
2016-11-01,LC,-4,-8
2016-12-01,LC,-2,-6
2017-01-01,LC,0,-7
2017-02-01,LC,0,-9
2017-03-01,LC,2,-7
2017-04-01,LC,3,-6
2017-05-01,LC,2,-4
2017-06-01,LC,4,-5
2017-07-01,LC,6,-5
2017-08-01,LC,6,-7
2017-09-01,LC,8,-5
2017-10-01,LC,8,-3
2017-11-01,LC,8,-2
2017-12-01,LC,7,-3
2018-01-01,LC,7,-5
2018-02-01,LC,5,-3
2018-03-01,LC,6,-2
2018-04-01,LC,7,-2
2018-05-01,LC,9,-2
2018-06-01,LC,11,-3
2018-07-01,LC,11,-3
2018-08-01,LC,10,-5
2018-09-01,LC,10,-7
2018-10-01,LC,10,-7
2018-11-01,LC,12,-8
2018-12-01,LC,12,-9
2019-01-01,LC,13,-8
2019-02-01,LC,13,-10
2019-03-01,LC,13,-11
2019-04-01,LC,14,-10
2019-05-01,LC,14,-11
2019-06-01,LC,15,-12
2019-07-01,LC,16,-12
2019-08-01,LC,15,-13
2019-09-01,LC,17,-11
2019-10-01,LC,17,-13
2019-11-01,LC,16,-11
2019-12-01,LC,16,-9
2020-01-01,LC,15,-9
2020-02-01,LC,13,-9
2020-03-01,LC,15,-7
2020-04-01,LC,15,-7
2020-05-01,LC,17,-5
2020-06-01,LC,15,-4
2020-07-01,LC,15,-4
2020-08-01,LC,15,-2
2020-09-01,LC,14,-3
2020-10-01,LC,13,-4
2020-11-01,LC,11,-6
2020-12-01,LC,10,-5
2021-01-01,LC,8,-6
2021-02-01,LC,8,-8
2021-03-01,LC,10,-6
2021-04-01,LC,9,-5
2021-05-01,LC,11,-3
2021-06-01,LC,10,-2
2021-07-01,LC,12,-1
2021-08-01,LC,12,-2
2021-09-01,LC,10,0
2021-10-01,LC,9,1
2021-11-01,LC,11,0
2021-12-01,LC,13,-1
2022-01-01,LC,11,-2
2022-02-01,LC,12,-2
2022-03-01,LC,10,-3
2022-04-01,LC,9,-3
2022-05-01,LC,9,-3
2022-06-01,LC,11,-1
2022-07-01,LC,10,-1
2022-08-01,LC,10,-2
2022-09-01,LC,11,0
2022-10-01,LC,13,-1
2022-11-01,LC,15,-1
2022-12-01,LC,15,-3
2023-01-01,LC,15,-4
2023-02-01,LC,15,-4
2023-03-01,LC,15,-4
2023-04-01,LC,16,-4
2023-05-01,LC,15,-2
2023-06-01,LC,17,-4
2023-07-01,LC,18,-5
2023-08-01,LC,16,-3
2023-09-01,LC,17,-2
2023-10-01,LC,18,-4
2023-11-01,LC,16,-6
2023-12-01,LC,15,-4
2024-01-01,LC,15,-4
2024-02-01,LC,14,-4
2024-03-01,LC,16,-5
2015-01-01,LT,-2,0
2015-02-01,LT,-1,0
2015-03-01,LT,-3,2
2015-04-01,LT,-2,0
2015-05-01,LT,-3,2
2015-06-01,LT,-5,2
2015-07-01,LT,-6,2
2015-08-01,LT,-5,3
2015-09-01,LT,-6,4
2015-10-01,LT,-8,5
2015-11-01,LT,-7,3
2015-12-01,LT,-9,1
2016-01-01,LT,-10,1
2016-02-01,LT,-8,1
2016-03-01,LT,-8,0
2016-04-01,LT,-10,2
2016-05-01,LT,-10,2
2016-06-01,LT,-12,4
2016-07-01,LT,-12,3
2016-08-01,LT,-13,2
2016-09-01,LT,-12,1
2016-10-01,LT,-14,2
2016-11-01,LT,-13,0
2016-12-01,LT,-13,-2
2017-01-01,LT,-11,-2
2017-02-01,LT,-9,-2
2017-03-01,LT,-7,-1
2017-04-01,LT,-7,-3
2017-05-01,LT,-9,-2
2017-06-01,LT,-10,-1
2017-07-01,LT,-8,0
2017-08-01,LT,-6,0
2017-09-01,LT,-8,0
2017-10-01,LT,-10,-2
2017-11-01,LT,-11,-1
2017-12-01,LT,-13,-2
2018-01-01,LT,-12,-1
2018-02-01,LT,-14,0
2018-03-01,LT,-15,1
2018-04-01,LT,-16,1
2018-05-01,LT,-18,0
2018-06-01,LT,-19,1
2018-07-01,LT,-21,1
2018-08-01,LT,-21,1
2018-09-01,LT,-22,2
2018-10-01,LT,-23,0
2018-11-01,LT,-24,-2
2018-12-01,LT,-24,-4
2019-01-01,LT,-26,-5
2019-02-01,LT,-27,-7
2019-03-01,LT,-29,-8
2019-04-01,LT,-31,-10
2019-05-01,LT,-33,-9
2019-06-01,LT,-33,-10
2019-07-01,LT,-31,-9
2019-08-01,LT,-32,-11
2019-09-01,LT,-33,-13
2019-10-01,LT,-34,-11
2019-11-01,LT,-35,-11
2019-12-01,LT,-36,-13
2020-01-01,LT,-35,-11
2020-02-01,LT,-34,-13
2020-03-01,LT,-36,-14
2020-04-01,LT,-36,-13
2020-05-01,LT,-37,-14
2020-06-01,LT,-35,-12
2020-07-01,LT,-34,-14
2020-08-01,LT,-33,-16
2020-09-01,LT,-34,-16
2020-10-01,LT,-33,-17
2020-11-01,LT,-32,-17
2020-12-01,LT,-30,-15
2021-01-01,LT,-28,-17
2021-02-01,LT,-26,-19
2021-03-01,LT,-25,-17
2021-04-01,LT,-25,-19
2021-05-01,LT,-23,-17
2021-06-01,LT,-25,-19
2021-07-01,LT,-25,-17
2021-08-01,LT,-27,-18
2021-09-01,LT,-25,-17
2021-10-01,LT,-25,-16
2021-11-01,LT,-25,-16
2021-12-01,LT,-23,-14
2022-01-01,LT,-21,-12
2022-02-01,LT,-20,-10
2022-03-01,LT,-19,-9
2022-04-01,LT,-21,-11
2022-05-01,LT,-20,-11
2022-06-01,LT,-19,-9
2022-07-01,LT,-17,-8
2022-08-01,LT,-17,-8
2022-09-01,LT,-19,-9
2022-10-01,LT,-21,-8
2022-11-01,LT,-19,-7
2022-12-01,LT,-17,-6
2023-01-01,LT,-18,-8
2023-02-01,LT,-19,-7
2023-03-01,LT,-20,-5
2023-04-01,LT,-19,-4
2023-05-01,LT,-17,-2
2023-06-01,LT,-16,-4
2023-07-01,LT,-16,-2
2023-08-01,LT,-15,0
2023-09-01,LT,-17,2
2023-10-01,LT,-17,2
2023-11-01,LT,-18,4
2023-12-01,LT,-19,6
2024-01-01,LT,-19,5
2024-02-01,LT,-19,4
2024-03-01,LT,-21,6
2015-01-01,LU,1,1
2015-02-01,LU,2,0
2015-03-01,LU,3,0
2015-04-01,LU,1,-1
2015-05-01,LU,2,-2
2015-06-01,LU,0,-1
2015-07-01,LU,-2,-2
2015-08-01,LU,0,-2
2015-09-01,LU,2,-1
2015-10-01,LU,3,-1
2015-11-01,LU,3,0
2015-12-01,LU,4,1
2016-01-01,LU,6,0
2016-02-01,LU,5,2
2016-03-01,LU,3,0
2016-04-01,LU,2,2
2016-05-01,LU,1,4
2016-06-01,LU,-1,5
2016-07-01,LU,-3,6
2016-08-01,LU,-1,5
2016-09-01,LU,-2,5
2016-10-01,LU,-3,5
2016-11-01,LU,-4,5
2016-12-01,LU,-4,5
2017-01-01,LU,-5,7
2017-02-01,LU,-7,6
2017-03-01,LU,-8,7
2017-04-01,LU,-9,7
2017-05-01,LU,-7,5
2017-06-01,LU,-9,4
2017-07-01,LU,-9,3
2017-08-01,LU,-9,3
2017-09-01,LU,-10,2
2017-10-01,LU,-11,2
2017-11-01,LU,-10,2
2017-12-01,LU,-9,1
2018-01-01,LU,-8,1
2018-02-01,LU,-7,-1
2018-03-01,LU,-9,0
2018-04-01,LU,-11,-2
2018-05-01,LU,-12,-2
2018-06-01,LU,-14,-4
2018-07-01,LU,-14,-6
2018-08-01,LU,-15,-5
2018-09-01,LU,-15,-6
2018-10-01,LU,-17,-7
2018-11-01,LU,-16,-5
2018-12-01,LU,-18,-5
2019-01-01,LU,-20,-3
2019-02-01,LU,-20,-1
2019-03-01,LU,-21,-1
2019-04-01,LU,-22,-3
2019-05-01,LU,-20,-3
2019-06-01,LU,-18,-5
2019-07-01,LU,-19,-4
2019-08-01,LU,-17,-4
2019-09-01,LU,-19,-2
2019-10-01,LU,-18,0
2019-11-01,LU,-18,1
2019-12-01,LU,-16,-1
2020-01-01,LU,-14,-2
2020-02-01,LU,-16,0
2020-03-01,LU,-15,-1
2020-04-01,LU,-17,1
2020-05-01,LU,-18,3
2020-06-01,LU,-17,5
2020-07-01,LU,-17,3
2020-08-01,LU,-19,2
2020-09-01,LU,-18,2
2020-10-01,LU,-18,2
2020-11-01,LU,-18,2
2020-12-01,LU,-20,0
2021-01-01,LU,-21,1
2021-02-01,LU,-23,0
2021-03-01,LU,-21,0
2021-04-01,LU,-23,1
2021-05-01,LU,-25,-1
2021-06-01,LU,-27,0
2021-07-01,LU,-27,-2
2021-08-01,LU,-27,-2
2021-09-01,LU,-27,0
2021-10-01,LU,-28,-1
2021-11-01,LU,-27,-1
2021-12-01,LU,-28,0
2022-01-01,LU,-28,0
2022-02-01,LU,-28,2
2022-03-01,LU,-28,1
2022-04-01,LU,-29,-1
2022-05-01,LU,-27,0
2022-06-01,LU,-26,0
2022-07-01,LU,-25,-1
2022-08-01,LU,-26,-1
2022-09-01,LU,-24,-1
2022-10-01,LU,-23,-2
2022-11-01,LU,-23,-4
2022-12-01,LU,-24,-6
2023-01-01,LU,-25,-6
2023-02-01,LU,-27,-4
2023-03-01,LU,-29,-3
2023-04-01,LU,-27,-3
2023-05-01,LU,-26,-3
2023-06-01,LU,-26,-2
2023-07-01,LU,-28,-1
2023-08-01,LU,-30,-3
2023-09-01,LU,-29,-4
2023-10-01,LU,-29,-6
2023-11-01,LU,-31,-7
2023-12-01,LU,-29,-7
2024-01-01,LU,-30,-9
2024-02-01,LU,-30,-10
2024-03-01,LU,-32,-10
2015-01-01,LV,1,0
2015-02-01,LV,1,1
2015-03-01,LV,3,2
2015-04-01,LV,5,0
2015-05-01,LV,7,1
2015-06-01,LV,7,-1
2015-07-01,LV,6,-2
2015-08-01,LV,5,-3
2015-09-01,LV,5,-2
2015-10-01,LV,6,-1
2015-11-01,LV,4,0
2015-12-01,LV,4,0
2016-01-01,LV,4,0
2016-02-01,LV,5,1
2016-03-01,LV,6,3
2016-04-01,LV,7,5
2016-05-01,LV,8,6
2016-06-01,LV,8,8
2016-07-01,LV,8,6
2016-08-01,LV,7,6
2016-09-01,LV,8,6
2016-10-01,LV,7,7
2016-11-01,LV,7,5
2016-12-01,LV,9,5
2017-01-01,LV,8,4
2017-02-01,LV,9,2
2017-03-01,LV,7,4
2017-04-01,LV,5,3
2017-05-01,LV,3,5
2017-06-01,LV,1,4
2017-07-01,LV,3,3
2017-08-01,LV,3,4
2017-09-01,LV,3,6
2017-10-01,LV,4,8
2017-11-01,LV,6,6
2017-12-01,LV,6,8
2018-01-01,LV,7,10
2018-02-01,LV,8,10
2018-03-01,LV,8,9
2018-04-01,LV,7,8
2018-05-01,LV,5,8
2018-06-01,LV,5,8
2018-07-01,LV,3,7
2018-08-01,LV,5,6
2018-09-01,LV,3,6
2018-10-01,LV,2,5
2018-11-01,LV,2,3
2018-12-01,LV,2,2
2019-01-01,LV,4,3
2019-02-01,LV,6,2
2019-03-01,LV,4,1
2019-04-01,LV,3,-1
2019-05-01,LV,4,-1
2019-06-01,LV,2,0
2019-07-01,LV,2,-2
2019-08-01,LV,1,-3
2019-09-01,LV,2,-1
2019-10-01,LV,1,0
2019-11-01,LV,-1,-1
2019-12-01,LV,0,0
2020-01-01,LV,-1,2
2020-02-01,LV,-2,2
2020-03-01,LV,0,0
2020-04-01,LV,2,1
2020-05-01,LV,4,2
2020-06-01,LV,6,0
2020-07-01,LV,4,2
2020-08-01,LV,5,0
2020-09-01,LV,6,2
2020-10-01,LV,7,1
2020-11-01,LV,6,0
2020-12-01,LV,4,-2
2021-01-01,LV,3,0
2021-02-01,LV,3,0
2021-03-01,LV,5,-2
2021-04-01,LV,6,0
2021-05-01,LV,7,2
2021-06-01,LV,6,4
2021-07-01,LV,4,3
2021-08-01,LV,4,4
2021-09-01,LV,4,2
2021-10-01,LV,6,4
2021-11-01,LV,7,2
2021-12-01,LV,8,0
2022-01-01,LV,9,1
2022-02-01,LV,8,-1
2022-03-01,LV,10,1
2022-04-01,LV,10,3
2022-05-01,LV,9,4
2022-06-01,LV,8,3
2022-07-01,LV,9,2
2022-08-01,LV,9,3
2022-09-01,LV,11,4
2022-10-01,LV,12,6
2022-11-01,LV,14,5
2022-12-01,LV,12,7
2023-01-01,LV,10,8
2023-02-01,LV,9,9
2023-03-01,LV,8,8
2023-04-01,LV,10,7
2023-05-01,LV,10,6
2023-06-01,LV,12,6
2023-07-01,LV,14,8
2023-08-01,LV,14,8
2023-09-01,LV,15,6
2023-10-01,LV,15,7
2023-11-01,LV,14,5
2023-12-01,LV,16,5
2024-01-01,LV,17,4
2024-02-01,LV,18,4
2024-03-01,LV,20,3
2015-01-01,MS,-2,0
2015-02-01,MS,0,1
2015-03-01,MS,-1,0
2015-04-01,MS,-2,1
2015-05-01,MS,-3,-1
2015-06-01,MS,-1,1
2015-07-01,MS,-3,2
2015-08-01,MS,-4,1
2015-09-01,MS,-3,3
2015-10-01,MS,-3,5
2015-11-01,MS,-3,3
2015-12-01,MS,-5,2
2016-01-01,MS,-3,1
2016-02-01,MS,-2,1
2016-03-01,MS,-4,0
2016-04-01,MS,-6,1
2016-05-01,MS,-7,3
2016-06-01,MS,-6,4
2016-07-01,MS,-4,4
2016-08-01,MS,-5,3
2016-09-01,MS,-3,2
2016-10-01,MS,-3,1
2016-11-01,MS,-1,0
2016-12-01,MS,1,2
2017-01-01,MS,-1,1
2017-02-01,MS,-1,0
2017-03-01,MS,-1,2
2017-04-01,MS,1,1
2017-05-01,MS,2,2
2017-06-01,MS,4,3
2017-07-01,MS,6,1
